-5,000000;1,675262
-4,980000;1,699977
-4,960000;1,724412
-4,940000;1,748557
-4,920000;1,772403
-4,900000;1,795940
-4,880000;1,819159
-4,860000;1,842050
-4,840000;1,864604
-4,820000;1,886812
-4,800000;1,908666
-4,780000;1,930156
-4,760000;1,951274
-4,740000;1,972011
-4,720000;1,992360
-4,700000;2,012312
-4,680000;2,031859
-4,660000;2,050993
-4,640000;2,069707
-4,620000;2,087993
-4,600000;2,105844
-4,580000;2,123252
-4,560000;2,140211
-4,540000;2,156714
-4,520000;2,172755
-4,500000;2,188326
-4,480000;2,203422
-4,460000;2,218037
-4,440000;2,232164
-4,420000;2,245799
-4,400000;2,258935
-4,380000;2,271568
-4,360000;2,283692
-4,340000;2,295303
-4,320000;2,306395
-4,300000;2,316965
-4,280000;2,327008
-4,260000;2,336521
-4,240000;2,345499
-4,220000;2,353938
-4,200000;2,361837
-4,180000;2,369190
-4,160000;2,375996
-4,140000;2,382251
-4,120000;2,387954
-4,100000;2,393101
-4,080000;2,397691
-4,060000;2,401722
-4,040000;2,405193
-4,020000;2,408101
-4,000000;2,410446
-3,980000;2,412227
-3,960000;2,413443
-3,940000;2,414094
-3,920000;2,414179
-3,900000;2,413698
-3,880000;2,412652
-3,860000;2,411041
-3,840000;2,408866
-3,820000;2,406127
-3,800000;2,402826
-3,780000;2,398963
-3,760000;2,394541
-3,740000;2,389561
-3,720000;2,384025
-3,700000;2,377936
-3,680000;2,371296
-3,660000;2,364107
-3,640000;2,356372
-3,620000;2,348095
-3,600000;2,339279
-3,580000;2,329927
-3,560000;2,320043
-3,540000;2,309631
-3,520000;2,298695
-3,500000;2,287240
-3,480000;2,275270
-3,460000;2,262790
-3,440000;2,249804
-3,420000;2,236319
-3,400000;2,222339
-3,380000;2,207871
-3,360000;2,192919
-3,340000;2,177490
-3,320000;2,161590
-3,300000;2,145225
-3,280000;2,128403
-3,260000;2,111129
-3,240000;2,093410
-3,220000;2,075255
-3,200000;2,056669
-3,180000;2,037660
-3,160000;2,018237
-3,140000;1,998406
-3,120000;1,978176
-3,100000;1,957554
-3,080000;1,936550
-3,060000;1,915171
-3,040000;1,893426
-3,020000;1,871323
-3,000000;1,848872
-2,980000;1,826082
-2,960000;1,802961
-2,940000;1,779519
-2,920000;1,755765
-2,900000;1,731709
-2,880000;1,707360
-2,860000;1,682728
-2,840000;1,657823
-2,820000;1,632655
-2,800000;1,607234
-2,780000;1,581570
-2,760000;1,555674
-2,740000;1,529555
-2,720000;1,503224
-2,700000;1,476692
-2,680000;1,449970
-2,660000;1,423067
-2,640000;1,395995
-2,620000;1,368765
-2,600000;1,341387
-2,580000;1,313873
-2,560000;1,286233
-2,540000;1,258479
-2,520000;1,230621
-2,500000;1,202671
-2,480000;1,174640
-2,460000;1,146540
-2,440000;1,118380
-2,420000;1,090173
-2,400000;1,061931
-2,380000;1,033663
-2,360000;1,005382
-2,340000;0,977099
-2,320000;0,948824
-2,300000;0,920571
-2,280000;0,892349
-2,260000;0,864170
-2,240000;0,836046
-2,220000;0,807987
-2,200000;0,780005
-2,180000;0,752111
-2,160000;0,724316
-2,140000;0,696631
-2,120000;0,669068
